iso3,country,region,income_group,growth24,lngdppc23,gcf23,highinc,infl23,unemp23,trade23,popgrow23,gdppc23,gdppc24
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,4.056783618336324,6.880503871476462,27.0684655311306,0,6.34221743124953,16.348,140.722487877528,1.10328678263994,973.116561960912,1012.59379523386
LTU,Lithuania,Europe & Central Asia,High income,2.4347253851249917,9.838891977222683,22.6477329035527,1,9.11731962390475,6.841,147.990751776428,1.40084461829591,18748.9302647191,19205.4152293136
LUX,Luxembourg,Europe & Central Asia,High income,-1.2100359658711368,11.565733875261605,16.4259109763361,1,3.74140361983136,5.184,402.566968197345,2.02002574712319,105422.764660192,104147.111291588
LVA,Latvia,Europe & Central Asia,High income,0.9049762360942681,9.694578733235156,24.6916298440452,1,8.9380462331663,6.465,135.642989154266,0.22997050070229,16229.3844520245,16376.2565245797
MAC,"Macao SAR, China",East Asia & Pacific,High income,6.562314243358736,10.993301186740704,15.2974689049317,1,0.476384495788075,2.206,145.874467252327,0.221222713921319,59474.3964251614,63377.2932129214
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2.7749485221366443,8.13775162669961,28.9983598724931,0,6.09114152504141,8.896,93.1178844179777,1.02195181223548,3421.21704101563,3516.15405273438
MDA,Moldova,Europe & Central Asia,Upper middle income,2.586243902384089,8.231740317629335,20.084591001224,0,13.41701043813,1.57,93.9946211488052,-2.84274212689094,3758.3688194082,3855.56940382925
MDG,Madagascar,Sub-Saharan Africa ,Low income,1.8130022722820938,6.10003662977687,21.4163392614893,0,9.87432675044888,3.044,62.7622147594312,2.46201530433165,445.874102052267,453.957809653992
MDV,Maldives,South Asia,Upper middle income,3.140467596065566,9.344830742634372,33.0509347055178,0,2.90372427754586,4.019,149.349976177434,0.359585188904548,11439.5364342871,11798.791369146
MEX,Mexico,Latin America & Caribbean ,Upper middle income,0.4821806504178072,9.233537625763944,23.3050041337289,0,5.52796087314389,2.765,73.7390758255664,0.872178517508623,10234.6840265651,10284.0336925726
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,6.820665774224222,8.605225672745899,19.2791666666667,0,,,118.181818181818,-3.16867227675357,5460.11795915213,5832.53435602429
MKD,North Macedonia,Europe & Central Asia,Upper middle income,3.1888994442162977,8.767795043598106,29.6278058870411,0,9.36187249769015,13.174,147.79425348309,-0.212923714310977,6423.99221393369,6628.84686594032
MLI,Mali,Sub-Saharan Africa ,Low income,1.972820594542668,6.7942385018632985,21.6677146022336,0,2.05880228274223,2.947,57.6291572269296,2.97400537620334,892.689219532429,910.300376300627
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,3.206634534572661,10.417203511533016,19.8659007493501,1,5.09396758978883,3.479,221.133296375593,3.99255876861009,33429.8172092336,34501.7892727094
MNE,Montenegro,Europe & Central Asia,Upper middle income,3.164760675408518,9.021359645252147,25.4474865908397,0,8.58476910455403,13.146,116.806669538329,-0.0099429084692826,8278.02461006262,8540.00427762252
MNG,Mongolia,East Asia & Pacific,Upper middle income,3.8204518125464215,8.40212712345176,33.9003731595217,0,10.347583131434,5.178,142.864246599181,1.3708886685104,4456.53627552726,4626.79609644243
MOZ,Mozambique,Sub-Saharan Africa ,Low income,-0.7906372458114763,6.414427408741362,19.5292827735495,0,7.12697482131851,6.661,106.026083626657,2.95358093047219,610.591041611538,605.763481416969
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,3.285521708894912,7.40183682939163,44.5439783104002,0,4.95305034506872,10.37,92.1654445146742,2.96653079197429,1638.99221583023,1692.84166088843
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,5.190051925846939,9.335274097343342,19.9232351140484,0,7.05298238454736,5.571,147.321392128852,-1.1051534726941,11330.7335655767,11918.8045212095
MWI,Malawi,Sub-Saharan Africa ,Low income,-0.9126381645929604,6.3226285048163415,14.4830771619003,0,28.7897428247298,5.009,42.4376683990967,2.57135708610945,557.03523965791,551.95152347056
MYS,Malaysia,East Asia & Pacific,Upper middle income,3.830351374393226,9.345342528653756,22.8017590224926,0,2.48886560125754,3.858,132.593461641599,1.23402869169549,11445.3925275079,11883.79127749
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,1.482610989279154,8.287400107330571,28.1048075110968,0,5.87993463284275,19.154,109.8175996703,2.50947899094054,3973.49010579998,4032.40150676649
NER,Niger,Sub-Saharan Africa ,Low income,4.826840884611117,6.331431909212529,30.108863592484,0,3.70097316425834,0.407,30.7176535069056,3.29489175812772,561.960694711722,589.085643279512
NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,2.1951959525474685,7.714732305459759,22.1543607329369,0,8.38765854872536,4.698,105.019535579852,1.37167812196347,2241.1228811163,2290.31991989418
NLD,Netherlands,Europe & Central Asia,High income,0.42016369241106855,10.838811616473393,20.0805040885297,1,3.83839354342808,3.535,165.030429478933,0.990139686700227,50960.7810305308,51174.8997297902
NOR,Norway,Europe & Central Asia,High income,0.46490381421109284,11.32780954114185,23.6088047969408,1,5.51784987104659,3.574,77.401189583706,1.13831142739624,83100.7944645872,83487.1332276928
NPL,Nepal,South Asia,Lower middle income,3.8301864917731354,7.035645018848633,31.1493001530125,0,7.11587261530826,10.437,41.5701502932467,-0.0700958873206174,1136.4276931197,1179.95499311034
NZL,New Zealand,East Asia & Pacific,High income,-2.555265847608368,10.65729448851877,24.0870929494473,1,5.73316283034957,3.734,49.8655041498497,2.3012774309073,42501.4932044968,41415.4670639187
